0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,48
0,84,0,0,0,84,84,84,84,84,84,84,0,0,0,0,0,117,118,48
0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,48
0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,48
0,84,0,0,0,0,60,60,60,60,60,0,0,0,0,0,0,117,118,48
0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,48
0,84,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0,117,118,48
0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,48
0,84,0,0,0,60,60,60,60,60,60,60,0,0,0,0,0,117,118,48
0,84,0,0,0,84,84,84,84,84,84,84,0,0,0,0,0,117,118,48
0,84,0,0,0,84,84,84,84,84,84,84,0,0,0,99,100,104,104,48
0,84,0,0,0,84,84,84,84,84,84,84,0,0,0,115,116,104,104,48
0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,48
0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,48
